fixH3 = {{233, 1, 5, 1, 5.681324502682091}, {233, 5, 5, 2, 
      5.1528826746512735}, {233, 5, 5, 3, 5.0350996389948905}, 
     {233, 5, 5, 4, 5.065871297661644}, {233, 1, 6, 1, 5.6657433387144085}, 
     {233, 5, 6, 2, 5.137293103054336}, {233, 5, 6, 3, 5.019523092288813}, 
     {233, 5, 6, 4, 5.050281726064707}, {233, 1, 7, 1, 5.648707023501576}, 
     {233, 5, 7, 2, 5.120247638405244}, {233, 5, 7, 3, 5.002474254010338}, 
     {233, 5, 7, 4, 5.033245912677093}, {233, 1, 8, 1, 5.6396157577315265}, 
     {233, 5, 8, 2, 5.111168970443953}, {233, 5, 8, 3, 4.993385934787569}, 
     {233, 5, 8, 4, 5.024157593454323}, {233, 1, 9, 1, 5.627210752140747}, 
     {233, 5, 9, 2, 5.098758771757243}, {233, 5, 9, 3, 4.980975736100859}, 
     {233, 5, 9, 4, 5.011747394767613}, {233, 1, 10, 1, 5.627774809640616}, 
     {233, 5, 10, 2, 5.099324987789368}, {233, 5, 10, 3, 4.981541952132985}, 
     {233, 5, 10, 4, 5.012313610799739}}
